0;0;0;0;land;false;unknown;2
1;225;46;238;land;false;plains;1
2;160;158;200;land;false;forest;1
3;98;251;187;land;false;plains;1
4;196;106;209;land;false;plains;3
5;173;169;204;land;false;forest;1
6;150;248;149;land;false;forest;2
7;122;199;222;land;false;forest;1
8;252;74;232;land;false;plains;1
9;237;78;249;land;false;plains;1
10;76;247;232;land;false;plains;1
11;148;140;226;land;false;plains;1
12;227;64;244;land;false;forest;1
13;124;200;178;land;false;plains;2
14;211;177;248;land;false;hills;2
15;211;233;244;land;false;plains;1
16;199;232;118;land;false;plains;1
17;42;241;229;land;false;plains;1
18;199;192;123;land;false;forest;1
19;252;210;226;land;false;forest;3
20;227;162;232;land;false;plains;3
21;190;232;149;land;false;plains;3
22;223;88;222;land;false;plains;1
23;132;221;164;land;false;plains;1
24;226;100;214;land;false;plains;1
25;240;238;181;land;false;forest;1
26;124;197;239;land;false;forest;1
27;186;236;233;land;false;plains;1
28;144;176;248;land;false;plains;1
29;232;161;129;land;false;forest;3
30;220;235;242;land;false;forest;1
31;90;206;219;land;true;forest;1
32;245;191;190;land;false;plains;1
33;203;227;101;land;false;forest;1
34;185;211;178;land;false;forest;1
35;20;246;248;land;false;plains;1
36;154;122;229;land;false;forest;1
37;236;232;54;land;false;forest;1
38;223;147;232;land;false;plains;1
39;229;252;135;land;false;plains;1
40;248;171;141;land;false;plains;1
41;160;211;180;land;true;plains;1
42;244;164;202;land;false;plains;1
43;84;243;204;land;false;plains;3
44;224;247;63;land;false;plains;1
45;217;239;188;land;false;plains;1
46;200;146;175;land;false;plains;1
47;181;218;198;land;false;plains;1
48;216;196;115;land;false;plains;3
49;143;248;222;land;false;forest;1
50;170;238;163;land;false;hills;1
51;183;167;204;land;false;plains;1
52;246;70;208;land;false;plains;1
53;197;205;198;land;false;forest;1
54;189;235;183;land;false;forest;1
55;182;223;161;land;true;plains;2
56;191;250;64;land;false;plains;1
57;187;239;165;land;false;forest;1
58;222;235;55;land;false;plains;2
59;154;251;179;land;false;plains;1
60;184;192;197;land;false;forest;1
61;216;173;202;land;false;forest;3
62;125;234;237;land;false;plains;1
63;193;241;78;land;false;plains;1
64;252;231;33;land;false;plains;1
65;253;214;223;land;false;forest;1
66;226;198;214;land;true;plains;2
67;202;129;219;land;false;plains;2
68;147;134;244;land;false;hills;2
69;161;234;135;land;false;plains;2
70;224;230;91;land;true;plains;1
71;106;232;238;land;false;plains;1
72;138;254;189;land;false;plains;2
73;241;196;97;land;false;plains;1
74;173;156;201;land;false;plains;1
75;129;226;242;land;false;plains;1
76;250;210;127;land;false;plains;1
77;207;237;96;land;true;forest;1
78;217;145;220;land;true;plains;2
79;210;206;167;land;false;forest;1
80;138;205;170;land;false;plains;2
81;243;186;133;land;false;forest;1
82;119;244;227;land;false;plains;1
83;114;252;248;land;false;plains;1
84;210;143;176;land;false;plains;1
85;84;171;248;land;false;plains;1
86;233;64;228;land;false;plains;3
87;84;237;224;land;false;plains;1
88;139;207;172;land;false;plains;1
89;158;179;215;land;false;plains;1
90;229;179;188;land;false;plains;1
91;238;248;237;land;false;plains;1
92;241;221;205;land;false;plains;2
93;133;200;245;land;false;desert;1
94;231;236;244;land;false;plains;2
95;134;175;224;land;false;forest;1
96;121;170;246;land;false;plains;1
97;212;181;184;land;false;plains;1
98;216;192;136;land;false;hills;2
99;181;141;229;land;false;forest;1
100;204;163;184;land;false;plains;1
101;168;183;252;land;false;plains;1
102;177;200;251;land;false;plains;1
103;209;197;182;land;false;plains;1
104;191;155;167;land;false;plains;1
105;187;212;209;land;false;plains;2
106;252;228;149;land;false;forest;1
107;66;196;254;land;false;urban;2
