45;floating_harbor;2858.36;9.50;919.79;-4.39;8357
117;floating_harbor;1926.82;9.50;1677.71;0.83;1486
117;floating_harbor;1904.26;9.50;1594.11;-4.44;1493
117;floating_harbor;2034.00;10.73;1912.00;0.79;1676
117;floating_harbor;1923.00;9.50;1715.00;0.59;2922
117;floating_harbor;2038.00;9.50;1856.00;-0.86;3523
117;floating_harbor;1938.00;9.50;1805.00;1.57;4431
117;floating_harbor;1906.17;9.50;1572.52;1.35;5253
117;floating_harbor;1998.70;9.50;1832.79;-0.24;5885
117;floating_harbor;1920.36;9.50;1751.21;1.25;6205
117;floating_harbor;2038.00;9.50;1856.00;-4.32;6669
117;floating_harbor;1916.09;9.50;1771.24;-4.15;7156
117;floating_harbor;1919.00;9.50;1645.00;0.59;7783
43;arms_factory;2236.00;11.57;1632.00;4.70;0
43;arms_factory;2097.00;10.00;1755.00;6.26;0
43;arms_factory;2203.00;12.95;1770.00;4.10;0
43;arms_factory;2068.00;9.90;1689.00;0.48;0
43;arms_factory;1877.00;15.62;1694.00;3.15;0
43;arms_factory;2211.00;11.75;1681.00;6.16;0
43;industrial_complex;2021.00;13.57;1604.00;1.09;0
43;industrial_complex;2231.00;10.60;1822.00;5.22;0
43;industrial_complex;2115.00;10.07;1814.00;0.49;0
43;industrial_complex;2180.00;10.40;1695.00;4.61;0
43;industrial_complex;2020.00;12.45;1699.00;5.82;0
43;industrial_complex;2209.00;11.38;1666.00;3.66;0
43;air_base;2071.00;10.00;1738.00;5.22;0
43;supply_node;2245.00;10.80;1651.00;3.91;0
43;supply_node;2060.00;10.45;1655.00;5.38;0
43;supply_node;2230.00;12.55;1727.00;3.14;0
43;supply_node;1978.00;13.28;1721.00;4.62;0
43;supply_node;2257.00;11.50;1814.00;1.28;0
43;supply_node;1858.00;15.53;1693.00;3.86;0
43;supply_node;1977.00;11.35;1645.00;0.51;0
43;supply_node;2072.00;10.00;1749.00;3.44;0
43;supply_node;2091.00;9.80;1679.00;6.03;0
43;supply_node;2043.00;11.65;1688.00;2.68;0
43;supply_node;2087.00;11.70;1583.00;4.16;0
43;supply_node;2015.00;10.43;1729.00;1.92;0
43;supply_node;2079.00;9.90;1828.00;4.86;0
43;supply_node;2244.00;12.10;1691.00;0.05;0
43;supply_node;1933.00;14.05;1669.00;2.98;0
43;supply_node;2212.00;11.65;1813.00;5.57;0
43;supply_node;2158.00;10.23;1668.00;2.22;0
43;supply_node;2134.00;9.80;1726.00;5.16;0
43;supply_node;2112.00;11.73;1796.00;1.46;0
43;supply_node;2051.00;13.20;1607.00;4.40;0
43;supply_node;2074.00;9.80;1779.00;5.87;0
43;supply_node;2203.00;12.85;1654.00;3.63;0
43;supply_node;2153.00;14.10;1778.00;0.28;0
43;supply_node;2213.00;12.57;1763.00;1.77;0
43;supply_node;1893.00;14.38;1674.00;5.81;0
43;supply_node;2005.00;14.98;1695.00;1.00;0
43;supply_node;2009.00;10.38;1664.00;3.93;0
43;supply_node;1896.00;10.95;1742.00;1.70;0
43;supply_node;2124.00;9.80;1691.00;3.17;0
43;supply_node;2145.00;10.53;1593.00;6.11;0
43;supply_node;2165.00;11.12;1628.00;2.41;0
43;supply_node;2139.00;12.05;1861.00;5.35;0
43;supply_node;2257.00;10.95;1763.00;2.00;0
43;supply_node;2204.00;11.80;1689.00;4.58;0
